id,nama,Umur,Status,no_hp,alamat
1061,Hasna Hidayanto,46,Belum Menikah,08107443195,"jl. SUdirMAN No.73, keCamATAn bOJOnG, bANDuNG, jAwa bArAT"
1062,Kezia Mansur,37,Belum Menikah,08583909569,"jALAN SudIrmAN NO.123, kEcamatan CIbEuNyiNG, PUrWAKaRta, jAWa barAt"
1063,Patricia Iswahyudi,33,Belum Menikah,08265060525,"GANg AHMad YaNI NO.182, KecAMaTan KArANgPaWitan, BaNjAr, JawA barAt"
1064,Vicky Yuniar,37,Belum Menikah,08919462702,"kOMPlEk pAHlawAn No.5, KecamaTAN CIMaHi UtARA, ciANjUr, JAwa BaRAt"
1065,"Yance Prayoga, M.M.",65,Belum Menikah,08137493440,"KOMPleK SUdiRmAn no.13, KeCAMaTaN cIMAHI TENGAh, cIMahi, jAwa BARaT"
1066,Faizah Purwanti,46,Belum Menikah,08176129077,"GanG PAHlAwaN No.17, KEcAmatan bOJoNg, BeKasI, jAWa BArAT"
1067,Karen Mahendra,36,Belum Menikah,08541044518,"kOmPlEk MErDEKA NO.74, keCAmATAN CiBEunyInG, CiMAhI, jAwA BARat"
1068,Mitra Firmansyah,43,Sudah Menikah,08621071959,"Gang SUdirmaN no.198, kECamAtAN cibEUNYiNG, BoGoR, JAwA BarAT"
1069,Maimunah Puspasari,41,Sudah Menikah,08647377898,"KOmPLEK mErdEKa no.20, KecaMatan cImAhi, BeKAsI, jAwA BAraT"
1070,Jasmin Melani,24,Belum Menikah,08191363490,"Jl. ahMAD yaNI NO.187, keC. cIBEunYING, gARuT, jawa BARaT"
1071,Drs. Ami Purwanti,28,Sudah Menikah,08896023514,"KOmplEk MeRDeKA no.84, keCamaTan ciMaHI, SUkABuMi, JAwA BaRat"
1072,Tgk. Julia Setiawan,66,Belum Menikah,08842393682,"GANG AhMaD Yani nO.115, KEC. cimAhI sElaTan, majaLeNgkA, jaWa bARat"
1073,"R.M. Asirwanda Santoso, M.TI.",41,Belum Menikah,08227430132,"koMPLeK DIpoNEgORO no.36, kec. cibeUNyinG, bANDuNg, jawA BArAt"
1074,Jamalia Agustina,32,Sudah Menikah,08985198974,"jalAN sUDIrmAN no.119, kECamataN CibeUNyIng, KuNinGAN, jawa baRat"
1075,Kartika Widiastuti,21,Belum Menikah,08795191795,"KOMPlEK PahLaWAn NO.178, kEcAmAtan BoJOng, kARaWAng, jAwA BARAT"
1076,Agnes Pratama,20,Sudah Menikah,08321259206,"kOMPLEk pAHLaWAN No.75, KECAMAtAN CImaHi UTAra, GaRuT, Jawa BARAT"
1077,"Ir. Cinta Suryono, S.T.",44,Sudah Menikah,08223299476,"jALan dewi sArTika NO.147, kecAMATAn CImAHI, BEkasI, JaWA Barat"
1078,"Tgk. Bakijan Sinaga, S.I.Kom",41,Sudah Menikah,08506871357,"jAlaN sudIRMAn no.125, keC. CibeuNYInG, bekasI, JAwa bARaT"
1079,Dr. Nadine Pradipta,45,Belum Menikah,08499885302,"GAng PAhlAwAN NO.179, KEcAMaTAN ciMAhi uTARA, cIrEbon, JAWa bArAt"
1080,Mala Wibowo,29,Sudah Menikah,08567220665,"JaLAn AhMAd yAnI nO.116, kEC. cImahi teNgAh, ciMAHi, jAwA baRAt"
1081,"Dalima Widodo, S.Farm",22,Sudah Menikah,08827582642,"jALAN ahmaD yAnI no.140, kEC. Cimahi, bEkaSi, jawa BArAt"
1082,"Karman Kurniawan, S.IP",61,Belum Menikah,08148915349,"JAlan AhMAD yAnI No.53, KECaMatAn kARANgPawITAN, SumEdANg, jAWa BaRAt"
1083,"R. Ganjaran Handayani, S.Kom",56,Sudah Menikah,08581540874,"Jl. dipONEGORo nO.154, kecaMaTaN CimAHI seLAtan, gArut, jAwA baraT"
1084,Dalima Handayani,34,Sudah Menikah,08986874408,"jalAn ahMaD yAni No.33, KEcAmatan kaRANGpaWitaN, purwAkARTa, JaWa BaRaT"
1085,"Belinda Wahyuni, S.Ked",52,Belum Menikah,08794234637,"ganG ahmad yANI NO.91, kECamataN KaRAnGPAwItan, cirEbON, JAWa BarAT"
1086,"Karsa Wulandari, S.Pd",40,Belum Menikah,08241010654,"Jl. MErdeKA No.43, KeC. CIMAhI, bEkaSi, jawA baRAT"
1087,Cakrabirawa Purwanti,57,Belum Menikah,08357555188,"JAlAN Merdeka no.2, KECAMATaN cIMahI, MaJalengKa, jaWA BARAT"
1088,Diana Maheswara,39,Sudah Menikah,08865759642,"JaLAn ahMad YaNI nO.183, kEC. cIMAHi utaRA, bekASi, jAwA bArAt"
1089,R.M. Prakosa Yolanda,30,Sudah Menikah,08625292501,"KompLek sUDirmaN NO.74, keC. ciMAHI tenGAH, BAnjar, JAWA BARAt"
1090,"Dr. Victoria Halim, S.E.",41,Belum Menikah,08588357903,"JaLan aHmAd YANI no.94, keC. CImahi TeNgAh, kUNInGAN, JAWa bArAT"
1091,Jayeng Hutagalung,56,Sudah Menikah,08860745250,"JL. SUDirMAn No.101, KeC. ciBEUnYInG, SuMedAnG, JAWA BarAt"
1092,"Ihsan Tarihoran, S.Psi",39,Sudah Menikah,08726606315,"jl. dEwi sARtIka nO.177, keCAMAtaN CimAHI SelatAn, CImahI, JAWa BArat"
1093,Hj. Salwa Situmorang,38,Sudah Menikah,08867894004,"kOMPlEK suDiRmAN NO.179, KEcAMAtAn cimAHI uTaRA, baNDUnG, jaWa bARAT"
1094,"Arta Lailasari, M.M.",42,Belum Menikah,08598867084,"JL. deWI SarTikA no.165, kECAMATan ciMaHi, tASIKmalayA, jAwA BAraT"
1095,"Dt. Dagel Tarihoran, S.Ked",34,Belum Menikah,08850990925,"jl. DIPonEGORO nO.166, kEc. CiMAhI utARA, SubaNG, jawA BArAt"
1096,"Hj. Calista Sihotang, S.I.Kom",55,Sudah Menikah,08671903748,"jalaN pahLAWan NO.76, kECAMAtAN kAraNGpaWItAn, mAjalENgka, JAWa bArAt"
1097,Upik Melani,31,Sudah Menikah,08529438159,"GaNG merdekA nO.102, kec. karAngPaWItan, CirEBON, jawA baRaT"
1098,Bella Melani,61,Sudah Menikah,08083950511,"jaLaN pAhLawan no.158, kECAmAtAN BoJOnG, MajalENgKa, jAWA barat"
1099,Purwadi Utama,39,Sudah Menikah,08161500907,"GAng SUdiRman NO.128, KecaMATan bOJoNg, sumEDanG, jawa baRAT"
1100,Raharja Latupono,57,Belum Menikah,08938755209,"JaLAN diPoNegOrO NO.13, Kec. boJonG, pUrwAkARta, JaWA BARaT"
1101,Saadat Nasyidah,32,Sudah Menikah,08838318179,"KoMPleK sudIrMAN no.17, KECAMaTan CIMaHI SelaTan, PaNGaNdaRaN, JaWa bAraT"
1102,Cindy Andriani,17,Sudah Menikah,08001363623,"jl. dewI sarTiKa no.139, kec. KarANGpawItAN, cirEbon, jaWa BaRat"
1103,Tgk. Viktor Saragih,40,Sudah Menikah,08221052661,"KoMpLek pAHLAWan No.36, kEc. CImahI, sUMEDaNG, jAWa BarAt"
1104,Dr. Yunita Pradipta,25,Sudah Menikah,08350146223,"KOMplEK SudIRMaN no.38, KeCAMAtAN BOjONg, GArUt, jAwa bArAT"
1105,Yunita Hidayat,29,Belum Menikah,08429888213,"GanG pahlawaN no.24, keC. CIBEUnYIng, PuRwakArTa, jawA bArAt"
1106,Siti Handayani,50,Belum Menikah,08419470942,"jl. DIponeGOro NO.183, KEc. cIBEunying, inDramaYU, Jawa barAt"
1107,"Ir. Tania Utama, M.M.",60,Sudah Menikah,08991867737,"JalAn DiponegorO NO.10, KEcaMaTan CIMAHI SelAtAN, BAnDUng, JAwa BARaT"
1108,Tgk. Jefri Najmudin,22,Sudah Menikah,08377551008,"GanG SuDIRMaN NO.116, keCaMatAn bojonG, pANgaNdaRAn, jAWA bARAt"
1109,H. Cemani Prastuti,37,Belum Menikah,08819090191,"KOmPleK pAHLawan NO.166, KECaMaTAN cImahI utARa, kARAWanG, JawA BarAt"
1110,Suci Padmasari,53,Sudah Menikah,08419051306,"jl. DEwi sARtikA nO.172, KECaMAtAN CimahI SElATaN, MaJaLENGKA, jawA bARAt"
1111,Estiono Salahudin,64,Belum Menikah,08050446155,"kOMplEK ahmaD yaNi nO.3, KEC. CiMAHI SeLAtAN, iNDrAmAYu, Jawa barAT"
1112,"Ir. Cahyanto Samosir, S.E.I",34,Sudah Menikah,08564504475,"jL. pAHlaWAn No.27, KeCamATan CImaHI, CianjUr, JAwa BaRAT"
1113,Drs. Farhunnisa Dabukke,26,Sudah Menikah,08950684881,"KomPLEk mErdeKa No.154, KEC. CIMAHI UTARA, CIrEboN, jaWa barAT"
1114,"Okta Permata, M.M.",48,Belum Menikah,08025672858,"JL. SuDirmAN No.98, kecamAtan CIbeUNYing, cIMAHi, jaWa BaRat"
1115,Citra Suwarno,60,Belum Menikah,08144848428,"gAnG aHMAD YAni no.31, KeC. CiMaHi teNGah, CImaHi, JawA baRat"
1116,Gangsa Sinaga,67,Sudah Menikah,08520538019,"JL. suDirmAN no.58, kECAMatan bOJOng, dePoK, JAWA bArAT"
1117,Julia Laksita,36,Sudah Menikah,08929807773,"jalan dIPonegORO no.31, kec. cimahI utaRA, BAnDuNg, jawA baRAt"
1118,Hana Mayasari,30,Sudah Menikah,08187653610,"JALAN DeWI SaRTiKa no.176, KecamatAn cimahI SELatan, BAnDUnG, jawa BArat"
1119,"Cut Queen Santoso, S.Pd",48,Sudah Menikah,08588724748,"jl. merdeKa nO.154, KECAMataN cIBeunyiNg, PuRwAKaRtA, JaWa BArAt"
1120,Puput Melani,34,Belum Menikah,08634281022,"JAlaN MeRdEKa no.46, KEcAmatAN cIMAHi, BAnDung, Jawa BarAT"
1121,"Vanya Nashiruddin, S.H.",49,Belum Menikah,08132860080,"JAlAn dipoNEgoRO no.81, kec. KaRANGpAwItAn, KUNiNgan, jaWa BArat"
1122,Asmadi Santoso,40,Belum Menikah,08656365287,"kOMplEK DIPonegORo nO.22, kEc. cImAhi SELatan, sUkAbUMi, jaWa BaraT"
1123,Bahuwarna Dongoran,61,Sudah Menikah,08576519830,"JALAn dEwi SaRTika NO.38, KECaMAtaN CImAHI TENGAh, MaJalENGKA, JAwa BAraT"
1124,"R.A. Nilam Pratama, S.Ked",28,Sudah Menikah,08987816603,"jaLAN dIpoNeGorO NO.118, KeCAmaTAN cImaHi tenGAH, garUT, Jawa bARAt"
1125,Cornelia Usada,36,Belum Menikah,08942752073,"gaNG MERDEKa NO.190, KECAmAtAN CIBeUNyiNg, GarUT, JawA bArAt"
1126,Ismail Uwais,32,Belum Menikah,08090129119,"JL. dipoNEGORo NO.132, keCamataN bojOnG, SuBaNg, JAWA BarAt"
1127,Ulva Tarihoran,57,Sudah Menikah,08907442344,"GaNG DIPoNEGOrO No.139, KECAMaTaN CiMaHI SELatan, gARut, jAwA barAt"
1128,Dalima Firgantoro,48,Belum Menikah,08427134100,"KOmpLek sudiRmAn no.198, KeCamAtaN CIbeUNyINg, bANdUNg, JAWa Barat"
1129,Siska Winarno,70,Sudah Menikah,08721072642,"Jl. SUDiRmAn no.75, KeC. ciMAHI, mAJALengKa, Jawa barAT"
1130,"Raditya Prayoga, S.Sos",66,Sudah Menikah,08195519090,"komplEk PAhLAwAN no.200, kECaMATan BOjoNG, maJALEngKa, jawA baRaT"
1131,Hj. Queen Habibi,29,Sudah Menikah,08262452115,"KoMPLEK aHmad Yani nO.82, kec. karangpAwItaN, MAjaLENGKA, JAWa Barat"
1132,Elma Pudjiastuti,48,Sudah Menikah,08534537888,"gANg AHMad yAni no.80, kEC. kArANGpawITan, bANdung, JAWa BaRAt"
1133,Cager Widodo,22,Sudah Menikah,08607187987,"GANg AhMaD yANi nO.113, KeCamatAN KArAnGPawitAn, pURWaKArtA, jAwA BaRat"
1134,Balidin Lailasari,68,Sudah Menikah,08077202486,"KompleK paHLAWan No.30, kEC. KARANgPaWiTAn, PanGANDaraN, jAwa BARaT"
1135,Michelle Sirait,66,Sudah Menikah,08874690057,"jl. DiPONegORO No.100, kecaMaTaN KaraNGpawitaN, CIMahI, JawA BaRAt"
1136,Irsad Saputra,45,Belum Menikah,08172823501,"jAlAN PAHlawAn No.40, kEcAmAtAN bojONG, TasIKMALAYA, jaWA BArAt"
1137,"Karja Pudjiastuti, M.Ak",45,Belum Menikah,08242315718,"koMplEk DIpOnegORo NO.105, keCAmaTaN kARanGpaWitAN, gArUt, jAWA barat"
1138,Ir. Eja Maulana,50,Sudah Menikah,08861573280,"JL. SUDiRmaN no.188, kec. CiBEuNYiNG, TASiKmALaYa, jAwa baRaT"
1139,Hendri Anggraini,21,Belum Menikah,08247484115,"JaLAN AhMAD yaNi no.145, kec. cIMAhi, SuMedaNG, JAWa baRAT"
1140,Nadia Gunarto,30,Belum Menikah,08655938145,"koMplEk MERdeKa No.5, KeCAMATAN CIMAhi selatAN, mAJALEnGka, JaWA bArAT"
1141,"Edison Nasyidah, S.H.",17,Sudah Menikah,08177905809,"jL. sudIrmaN no.182, KEC. cIMAhI teNgAh, BOgOR, jAWA BArAT"
1142,"Kiandra Kusumo, M.TI.",38,Belum Menikah,08357673809,"JL. aHMad yANI no.136, KEC. BoJONg, KuNingAN, jAwA baRAt"
1143,"Drs. Jane Nainggolan, M.Kom.",33,Belum Menikah,08984419652,"GaNG dIPONEgoRo No.195, keCamAtAn ciMaHi utarA, tASIKMAlAyA, Jawa barAt"
1144,"Cager Farida, S.Pt",33,Belum Menikah,08470645716,"GaNG sUdiRman NO.184, kECamATAn kaRanGPAWitan, PaNGanDARAN, jAwa BARaT"
1145,Putri Pratama,31,Belum Menikah,08207569058,"jL. SuDiRmAn nO.80, Kec. CIMahI sELaTAN, ciaNjUR, Jawa bArat"
1146,Tgk. Sidiq Widiastuti,39,Sudah Menikah,08944257031,"jL. PAhlaWAN nO.9, kec. ciMahi TenGAH, sumedANG, JaWA Barat"
1147,Drs. Banawi Safitri,36,Sudah Menikah,08016013651,"JalAn mErdEkA No.145, KEC. CiMAhi seLATaN, sumEdaNg, jaWa BarAt"
1148,Leo Padmasari,52,Belum Menikah,08348257909,"kOMPLek mErdekA No.120, kecAMAtaN KaRanGpawItan, karAWAng, JAwA bArat"
1149,Kiandra Budiman,31,Belum Menikah,08221130359,"jalAN AHmaD Yani NO.6, kECaMatAn cibeUNyING, BEkAsi, jaWA bArAT"
1150,Cici Jailani,68,Sudah Menikah,08537963977,"jalAn sUdIRman nO.77, KEC. cimaHI TEnGaH, SuMeDANG, JawA bArat"
1151,Candrakanta Mangunsong,35,Belum Menikah,08460358647,"jAlaN AhMad YAni nO.15, kecAmATan CImAhI TEngAh, BoGOr, jawA BAraT"
1152,Indra Lestari,69,Belum Menikah,08800946732,"JL. MerDEkA nO.30, Kec. CIMahi teNgAH, INdrAMaYu, Jawa BArat"
1153,R. Lintang Widiastuti,37,Sudah Menikah,08106945480,"JAlan dEWi sArtIKa nO.118, kECamatAn CIMahI utarA, sUkaBUmI, JAWa Barat"
1154,"Dt. Mumpuni Uwais, M.Ak",69,Sudah Menikah,08380639263,"kompLEk DIPOnegoRo no.69, KeCaMaTAN cIBeuNyiNG, bOgOR, JAWa baRAT"
1155,H. Warta Laksita,21,Belum Menikah,08292985535,"komPleK DIpOnEGORo No.26, KEcamATan CIMaHi UTAra, TasIKmALAYa, JawA baraT"
1156,Kambali Nugroho,26,Belum Menikah,08802346206,"koMpLEk pAhLAWAN No.115, kEC. CiMaHi SELATAn, SuKABuMi, JAwa BArat"
1157,"Ella Halimah, S.Pt",36,Belum Menikah,08038599494,"gAng MERdekA no.132, kEc. ciMaHi, pANgAnDAraN, jaWa bARaT"
1158,Rendy Sihotang,24,Sudah Menikah,08637791606,"koMpleK sUdiRmAn nO.58, kEC. kaRanGPawiTAn, CIanJUR, jAWA BaRaT"
1159,"R.M. Adikara Latupono, S.H.",21,Sudah Menikah,08712200126,"Gang dIPONegOro nO.112, KEcaMatan karangpAWiTaN, cirebON, Jawa BaRat"
1160,Safina Zulkarnain,36,Sudah Menikah,08729089764,"kOMPLEK sUDiRmaN No.185, KecamaTAn CiMaHi, PAngANdARaN, JawA BaraT"
1161,Ika Marpaung,41,Sudah Menikah,08139165365,"GaNG DEwi SaRtIkA NO.7, KEc. cIBEunYINg, SUMedAng, jawa bARat"
1162,"Bella Sudiati, S.E.",32,Belum Menikah,08233358040,"jl. DeWI SARTIKa No.179, keCaMATan KArangpAwItaN, TAsIKMalaYa, jAWa BArAt"
1163,"Amalia Astuti, S.Pd",42,Belum Menikah,08911590881,"kOMPlEk DeWi sArTIka No.141, kec. CiMahI, CIreBoN, jAWa bArAt"
1164,Silvia Widodo,59,Sudah Menikah,08017001976,"GaNg DipOnegOro nO.151, KEC. bOJoNG, bandung, JaWa baRAt"
1165,Sari Siregar,65,Belum Menikah,08041368292,"KoMPlEk DIPoNeGoro nO.118, keCamaTAN KaRAngpAWitAN, kuNiNgan, jAWa BArAt"
1166,"Makuta Hutapea, S.Pt",37,Belum Menikah,08016780693,"gAnG DeWi SArTIKa No.121, KEC. Cimahi, SukabUmi, JAWa barAT"
1167,"Citra Gunawan, S.E.I",32,Sudah Menikah,08147850969,"KOMpLeK ahMaD yaNi nO.189, Kec. CimAhi tengah, GaRut, JawA BArAt"
1168,Pranawa Rajata,49,Belum Menikah,08380591200,"KOMpLEk SudirMan no.193, kec. CimAhI uTaRA, iNdramAyu, jAWa BARaT"
1169,"Cut Olivia Napitupulu, S.T.",63,Belum Menikah,08674736541,"Gang dewi sARTIKa No.144, KeC. karanGpaWItaN, baNdunG, jaWa baRAT"
1170,Sakti Ramadan,43,Sudah Menikah,08986284627,"Jl. ahMad yANi NO.111, kEC. CimaHi TENgAH, pAngAnDArAN, jawA BaRat"
1171,Yono Anggriawan,69,Sudah Menikah,08735737882,"KoMplek sUdIRMAN nO.189, KEC. Cimahi SElaTAn, banJAR, jAWa BaRat"
1172,"R.A. Maimunah Pangestu, M.Ak",38,Sudah Menikah,08558940525,"GAng AhmaD yaNI NO.132, kecAMATan CIMaHI tenGAH, BanDUNG, JaWA BARat"
1173,"Ir. Mulyanto Zulaika, S.Pt",56,Belum Menikah,08914230465,"jl. MERDEKa nO.150, KEC. cImaHi sElATAN, cIaNjur, jawA baRat"
1174,Halima Fujiati,60,Belum Menikah,08952312637,"JAlAN deWI SARtikA No.23, Kec. cimAhi, bEKaSI, jAwa baRAt"
1175,Zizi Anggraini,23,Belum Menikah,08590323957,"jAlAN MErDeKa no.161, KeCAMatan CibEunYInG, ciREbOn, JAwa BArat"
1176,Estiono Palastri,69,Sudah Menikah,08054467555,"KompLEk PAHLAwAn No.106, KEcamatan Cimahi SElatan, kARaWaNG, JAwA barat"
1177,Anita Maulana,21,Belum Menikah,08171931641,"JaLan dIpoNegoro No.82, kEcAMAtan CimahI tEnGah, SuMedAnG, JaWa BARAT"
1178,Septi Zulkarnain,48,Belum Menikah,08511773258,"GAnG pAHLaWAN NO.138, KEc. KARaNgpAwItAN, sumEdaNG, JAWA BarAT"
1179,Ir. Yoga Setiawan,54,Sudah Menikah,08432327085,"jalAN SudiRMaN nO.28, KECAMatan CIbeuNyING, GARuT, JaWa bARaT"
1180,"Luwar Dongoran, M.Pd",58,Sudah Menikah,08643791828,"jl. DewI saRTIka no.124, keCaMatAN CibEUNYiNg, dePOk, jaWa bArAt"
1181,"Tgk. Laila Laksita, M.M.",24,Sudah Menikah,08281373900,"gAnG dEwi SarTIkA no.27, KEC. bojONg, KARawaNG, jawA BARAt"
1182,Vinsen Hartati,43,Belum Menikah,08031998802,"JL. PAhLAwAN NO.58, kec. cimAhI UTAra, SuBang, jawA barat"
1183,Martani Manullang,34,Belum Menikah,08175792827,"KoMPlek suDirmAn No.75, kEC. CiBEunYInG, TaSikmALAya, jawA bARat"
1184,Alambana Prayoga,36,Belum Menikah,08059919225,"JalAN meRdEKa NO.125, KEC. BoJoNG, DePoK, JaWa BAraT"
1185,"Ir. Fathonah Hidayanto, S.E.",69,Belum Menikah,08531317648,"JaLAN PAhLawan nO.171, KEC. CiMAhi, bEkASI, jaWA bAraT"
1186,"Lukman Sinaga, M.M.",24,Belum Menikah,08675307619,"Jl. aHMAd yAni no.23, Kec. kARanGpAWitAN, iNDRamAyU, Jawa BaRat"
1187,dr. Makuta Utami,57,Belum Menikah,08708590261,"gAng ahMaD YaNI No.35, kEcAMATan cIMAhI uTARa, ciMAhI, jAWa bArat"
1188,Jasmin Wahyuni,20,Belum Menikah,08560198663,"Gang DEwI sARtiKa No.146, KeC. ciMAhi utaRA, DEpok, jAWA bAraT"
1189,"drg. Dalima Mansur, S.Ked",38,Sudah Menikah,08346913652,"kOMPLEK Merdeka NO.49, KEcAmATaN CiMAHI, MaJaLenGKA, JAWa BaRAT"
1190,Laila Narpati,63,Sudah Menikah,08399844877,"jAlAN paHLAWan nO.187, KECAMatAN CIMaHI utaRA, KuNInGAN, jAWa bArAT"
1191,"KH. Latif Nainggolan, S.Farm",40,Sudah Menikah,08649057380,"JalAn dIpoNegOro nO.13, kecAmATaN cIBeUNYING, BanJAr, JaWA bArat"
1192,"Drs. Hani Halim, M.M.",52,Sudah Menikah,08379188552,"KomPLeK DEWI sartiKA No.78, kECAMaTaN CiBEUnYiNg, TAsIkMALaya, jawa barat"
1193,Puput Firgantoro,54,Belum Menikah,08595204122,"jalaN AhMaD yAni nO.137, kec. KaRangPAWitAn, bogOr, Jawa BARaT"
1194,Lalita Rahmawati,20,Belum Menikah,08725482650,"JALan SUdIRMan No.25, KeC. ciMAhI UTArA, SUKAbUmI, JAwA baraT"
1195,"Mahmud Kuswoyo, M.Kom.",49,Sudah Menikah,08847073694,"gAnG dewI SarTiKA No.21, kEc. cimAHI utarA, puRWAkARta, jawA barat"
1196,"Raisa Prayoga, M.Kom.",56,Sudah Menikah,08528243224,"KoMpLeK pAHlaWAN no.24, kecamATAn kArAnGPAWITan, BaNJAR, JAWA BaraT"
1197,"Cut Hasna Firgantoro, S.Ked",40,Sudah Menikah,08643897663,"jalan paHLawAn No.136, Kec. CibeuNYinG, BOGOR, JAWa BaRAT"
1198,Vanesa Winarsih,36,Belum Menikah,08337861854,"JL. SuDirmAn NO.135, kecAMAtaN cIMAHI utARa, gaRUt, jAWa bArAt"
1199,"dr. Vera Damanik, M.Ak",28,Belum Menikah,08276684458,"JAlan dewi saRTIKA nO.35, keCamataN cImAHi tENgah, banjaR, jAWA BARAt"
1200,Malika Maryati,27,Sudah Menikah,08439257372,"jAlAN MERdekA no.13, KeC. cibEunyING, indRAMAyU, jAWA BarAT"
1201,Dr. Prasetyo Kuswoyo,28,Belum Menikah,08249387785,"jl. dipoNegoRO No.140, KeC. cimAHI utARa, DEPok, JAwA barat"
1202,Nurul Sitorus,60,Sudah Menikah,08785722375,"kOmPleK ahMaD yANi nO.130, KecamaTaN cimAHI selaTan, KARAwAng, Jawa BarAT"
1203,"Cakrawala Sudiati, S.E.",39,Sudah Menikah,08803995809,"jaLAn sudIrMAN nO.62, KecAmATaN CiMAhi SElatAN, DEpOK, JAWa bArAt"
1204,Hasim Yuniar,24,Belum Menikah,08052713174,"gANg AHmad yAnI nO.97, KeC. CIMaHi, majaLeNGKa, jAWa BARAt"
1205,Marsito Kusmawati,44,Sudah Menikah,08247355995,"jalAN mErDEka nO.92, kecAmaTaN bOJOnG, dEPOK, JaWa bArat"
1206,Natalia Melani,20,Belum Menikah,08576713186,"jl. deWi SartiKA No.153, kEc. CImaHI tENGAH, cIAnJUr, jaWA BArAt"
1207,Gina Firmansyah,29,Sudah Menikah,08393509423,"gaNG DIpOnEGoRo NO.107, KEcAmatAn kaRaNgpAWiTan, majALENgKA, JawA bArAt"
1208,T. Jaya Sihotang,42,Belum Menikah,08818707173,"jaLAN MERDeKA NO.198, KEC. boJong, bOgoR, jAwa bARat"
1209,Rizki Palastri,39,Sudah Menikah,08994794251,"JalAN AhMAd yani nO.116, KecaMATaN ciMAhI, BEkAsI, jaWa bArat"
1210,Ikhsan Maryati,20,Belum Menikah,08934946249,"jalAN AHmAd yani NO.195, Kecamatan cimAhi, depOK, jaWa bARaT"
1211,Ir. Raihan Waskita,40,Sudah Menikah,08054826924,"jl. DewI sartika NO.27, KecAMataN bojoNG, panGANdARAN, jaWa BARAT"
1212,"Puti Fitriani Padmasari, S.Kom",61,Sudah Menikah,08015795515,"Jl. MeRdEKA NO.5, kecAmatan cIMAHI TeNgah, kuniNGAN, JAWA bARaT"
1213,"Ganep Suryatmi, M.TI.",58,Belum Menikah,08462853284,"JAlAN aHMAd yANI nO.187, kecAmatAn ciMahI utARA, CiAnjUR, jawa baRAt"
1214,Vera Novitasari,22,Belum Menikah,08436707309,"KomPlEk sUDiRMAN NO.98, KeC. CIMAHi TengAH, BEKASi, JAwA barat"
1215,"dr. Vega Lailasari, S.E.",58,Belum Menikah,08174970767,"GAng MeRdeKA NO.127, keCAMaTAn ciMAHI UTaRa, paNGAnDaraN, JawA bArat"
1216,"Puti Pia Siregar, S.Sos",35,Belum Menikah,08786264609,"GANG AhMad yani nO.127, KEc. CiBEUnyiNG, garut, JAwa barAt"
1217,R.M. Ibun Napitupulu,23,Belum Menikah,08684841309,"JaLaN ahMad YANI NO.70, keCAMATaN BojOng, maJalEnGkA, jAWa BArAT"
1218,Mahfud Melani,34,Sudah Menikah,08446391169,"komPlek AhmAd yanI No.147, keC. cimAHI sElaTAN, CianjUR, jAwA bArAt"
1219,dr. Paramita Situmorang,56,Sudah Menikah,08638428705,"JL. pahlAwAn NO.142, KEc. CiMahI uTara, TasIKmALaYa, Jawa BARAT"
1220,"Ir. Gandi Oktaviani, S.H.",41,Sudah Menikah,08842631322,"KoMPlEk deWi SarTIkA nO.85, KEcaMAtaN cIBEunying, SUKAbumI, jAwa BARAt"
1221,"Pranata Hidayanto, S.E.I",68,Belum Menikah,08606946692,"KOmpLeK aHmad yAnI no.32, kec. bojonG, CIrEBON, JAWa BarAt"
1222,Jasmin Damanik,57,Belum Menikah,08495285079,"KOMPLEk sUdIRman no.93, kECAMATAN cImaHI, mAJaLEngka, jAWa bArat"
1223,dr. Clara Pradana,68,Belum Menikah,08683894125,"jAlaN SUDIrMAN nO.4, KEc. kaRanGPaWiTAN, BEkaSi, jawA bARAt"
1224,Patricia Susanti,36,Belum Menikah,08932340160,"JL. DIPOnEgOrO nO.61, KeCamATAN bOJonG, SUbANg, JaWA bARaT"
1225,drg. Kezia Riyanti,26,Belum Menikah,08673071283,"JL. pAHLaWan no.116, kEc. KARanGpAwitAN, BOGOr, JaWa BARat"
1226,"Dt. Cawuk Pudjiastuti, M.Kom.",37,Sudah Menikah,08473888651,"Gang pahLawan No.49, kEcAMATAn CimAhI uTARa, cianjUR, jAwa BArAT"
1227,Chelsea Wulandari,40,Belum Menikah,08352504559,"gaNG PAhLawaN nO.142, kecamaTan BOJONg, CIrEBon, JAwa bAraT"
1228,Saiful Mandasari,51,Belum Menikah,08376476425,"GAnG Pahlawan no.87, kEc. CimaHi SELATaN, MAJalENgka, JAwA BarAt"
1229,Keisha Suartini,34,Belum Menikah,08263849031,"Jl. AHMad yAnI no.40, kECAmATaN CiMAHI UTaRA, bEKASi, jAwA BARAT"
1230,Zahra Simbolon,24,Belum Menikah,08189418594,"jl. PAhlawAN nO.86, kECAMATAn CIMAhI, kuNiNgan, JAWa BarAT"
1231,Puti Pratiwi,59,Sudah Menikah,08070047208,"KOmpLek aHmAd yani nO.21, kec. CimAhI TENgah, KuNInGaN, jAwA baRAt"
1232,"dr. Ira Wastuti, S.Pd",67,Sudah Menikah,08004697482,"kOmpLeK SUdIrMaN nO.152, kEcaMatAN bOjONG, SumEdANG, jAwA bARaT"
1233,Kenari Sinaga,19,Belum Menikah,08764260041,"JALan deWi sARTIKa NO.6, KecAMaTAN CimAhI TENgAh, BaNjAR, JaWa BarAt"
